"項目","単位","1980_55","1981_56","1982_57","1983_58","1984_59","1985_60","1986_61","1987_62","1988_63","1989_1","1990_2","1991_3","1992_4","1993_5","1994_6","1995_7","1996_8","1997_9","1998_10","1999_11","2000_12","2001_13","2002_14","2003_15","2004_16","2005_17","2006_18","有効数字(少数桁)"
"従業者数（総数）_旧中津村","人","","802.0","","","","","700.0","","","","","899.0","","","…","","961.0","","","…","","891.0","","","…","","745.0",""
"従業者数（総数）_旧美山村","人","","701.0","","","","","880.0","","","","","781.0","","","…","","909.0","","","…","","771.0","","","…","","760.0",""
"従業者数（総数）_白浜町","人","","11803.0","","","","","11462.0","","","","","12402.0","","","…","","13061.0","","","…","","11090.0","","","…","","10542.0",""
"従業者数（総数）_旧白浜町","人","","10104.0","","","","","9946.0","","","","","10638.0","","","…","","11359.0","","","…","","9379.0","","","…","","9067.0",""
"従業者数（総数）_旧日置川町","人","","1699.0","","","","","1516.0","","","","","1764.0","","","…","","1702.0","","","…","","1711.0","","","…","","1475.0",""
"従業者数（総数）_上富田町","人","","3502.0","","","","","4198.0","","","","","4987.0","","","…","","5055.0","","","…","","5466.0","","","…","","4985.0",""
"従業者数（総数）_すさみ町","人","","2000.0","","","","","2187.0","","","","","2307.0","","","…","","2275.0","","","…","","1995.0","","","…","","1795.0",""
"従業者数（総数）_那智勝浦町","人","","8757.0","","","","","8605.0","","","","","8926.0","","","…","","9092.0","","","…","","7933.0","","","…","","6599.0",""
"従業者数（総数）_太地町","人","","1118.0","","","","","1197.0","","","","","1209.0","","","…","","1313.0","","","…","","1243.0","","","…","","1093.0",""
"従業者数（総数）_古座川町","人","","1298.0","","","","","1384.0","","","","","1291.0","","","…","","1336.0","","","…","","1321.0","","","…","","1182.0",""
"従業者数（総数）_北山村","人","","219.0","","","","","185.0","","","","","187.0","","","…","","237.0","","","…","","227.0","","","…","","218.0",""
"従業者数（総数）_串本町","人","","9167.0","","","","","8805.0","","","","","9181.0","","","…","","8779.0","","","…","","8019.0","","","…","","7509.0",""
"従業者数（総数）_旧串本町","人","","6947.0","","","","","6523.0","","","","","6848.0","","","…","","6670.0","","","…","","6193.0","","","…","","5886.0",""
"従業者数（総数）_旧古座町","人","","2220.0","","","","","2282.0","","","","","2333.0","","","…","","2109.0","","","…","","1826.0","","","…","","1623.0",""
"従業者数（民営）","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"従業者数（民営）_和歌山県","人","","358634.0","","","","","366070.0","","","","","390723.0","","","383046.0","","399911.0","","","366612.0","","372664.0","","","343577.0","","358673.0",""
"従業者数（民営）_和歌山市","人","","158023.0","","","","","161702.0","","","","","168010.0","","","168319.0","","170824.0","","","153787.0","","156428.0","","","138312.0","","143492.0",""
"従業者数（民営）_海南市","人","","25955.0","","","","","24289.0","","","","","25316.0","","","24308.0","","23844.0","","","21671.0","","21271.0","","","20421.0","","21506.0",""
"従業者数（民営）_旧海南市","人","","20806.0","","","","","20433.0","","","","","21164.0","","","20272.0","","19577.0","","","17769.0","","17534.0","","","16718.0","","…",""
"従業者数（民営）_旧下津町","人","","5149.0","","","","","3856.0","","","","","4152.0","","","4036.0","","4267.0","","","3902.0","","3737.0","","","3703.0","","…",""
"従業者数（民営）_橋本市","人","","16276.0","","","","","16576.0","","","","","17161.0","","","17046.0","","17633.0","","","16863.0","","17091.0","","","15777.0","","17051.0",""
"従業者数（民営）_旧橋本市","人","","9165.0","","","","","10271.0","","","","","11138.0","","","11291.0","","11980.0","","","11508.0","","11842.0","","","11355.0","","…",""
"従業者数（民営）_旧高野口町","人","","7111.0","","","","","6305.0","","","","","6023.0","","","5755.0","","5653.0","","","5355.0","","5249.0","","","4422.0","","…",""
"従業者数（民営）_有田市","人","","12739.0","","","","","12524.0","","","","","12775.0","","","12044.0","","12919.0","","","11755.0","","11776.0","","","11202.0","","11101.0",""
"従業者数（民営）_御坊市","人","","11252.0","","","","","11950.0","","","","","12581.0","","","12201.0","","13333.0","","","12227.0","","13260.0","","","12102.0","","12478.0",""
"従業者数（民営）_田辺市","人","","26542.0","","","","","27810.0","","","","","31005.0","","","29916.0","","33776.0","","","31348.0","","31780.0","","","29785.0","","30746.0",""
"従業者数（民営）_旧田辺市","人","","22418.0","","","","","23841.0","","","","","26623.0","","","26087.0","","29023.0","","","27073.0","","27486.0","","","25539.0","","…",""
"従業者数（民営）_旧龍神村","人","","1320.0","","","","","1260.0","","","","","1471.0","","","1296.0","","1539.0","","","1364.0","","1487.0","","","1368.0","","…",""
"従業者数（民営）_旧中辺路町","人","","1007.0","","","","","912.0","","","","","953.0","","","803.0","","906.0","","","873.0","","817.0","","","839.0","","…",""
"従業者数（民営）_旧大塔村","人","","643.0","","","","","647.0","","","","","660.0","","","617.0","","846.0","","","737.0","","746.0","","","854.0","","…",""
"従業者数（民営）_旧本宮町","人","","1154.0","","","","","1150.0","","","","","1298.0","","","1113.0","","1462.0","","","1301.0","","1244.0","","","1185.0","","…",""
"従業者数（民営）_新宮市","人","","16508.0","","","","","15906.0","","","","","17049.0","","","16494.0","","16821.0","","","15369.0","","16003.0","","","15179.0","","15296.0",""
"従業者数（民営）_旧新宮市","人","","15966.0","","","","","15409.0","","","","","16353.0","","","15893.0","","16231.0","","","14753.0","","15451.0","","","14519.0","","…",""
"従業者数（民営）_旧熊野川町","人","","542.0","","","","","497.0","","","","","696.0","","","601.0","","590.0","","","616.0","","552.0","","","660.0","","…",""
"従業者数（民営）_紀の川市","人","","12412.0","","","","","13435.0","","","","","16200.0","","","15571.0","","17546.0","","","16996.0","","18520.0","","","17349.0","","19605.0",""
"従業者数（民営）_旧打田町","人","","2795.0","","","","","2846.0","","","","","3371.0","","","3425.0","","4373.0","","","4477.0","","5142.0","","","4816.0","","…",""
"従業者数（民営）_旧粉河町","人","","3731.0","","","","","3537.0","","","","","4374.0","","","3501.0","","4209.0","","","3730.0","","3673.0","","","3337.0","","…",""
"従業者数（民営）_旧那賀町","人","","1823.0","","","","","2021.0","","","","","2313.0","","","2284.0","","2275.0","","","2028.0","","2297.0","","","2039.0","","…",""
"従業者数（民営）_旧桃山町","人","","1571.0","","","","","2005.0","","","","","2399.0","","","2606.0","","2622.0","","","2524.0","","2737.0","","","2715.0","","…",""
"従業者数（民営）_旧貴志川町","人","","2492.0","","","","","3026.0","","","","","3743.0","","","3755.0","","4067.0","","","4237.0","","4671.0","","","4442.0","","…",""
"従業者数（民営）_岩出市（岩出町）","人","","4861.0","","","","","6119.0","","","","","8912.0","","","7965.0","","9530.0","","","8895.0","","8329.0","","","9210.0","","11518.0",""
"従業者数（民営）_紀美野町","人","","3391.0","","","","","3659.0","","","","","3949.0","","","3813.0","","3817.0","","","3456.0","","3347.0","","","3103.0","","3048.0",""
"従業者数（民営）_旧野上町","人","","2317.0","","","","","2422.0","","","","","2828.0","","","2671.0","","2692.0","","","2530.0","","2379.0","","","2163.0","","…",""
"従業者数（民営）_旧美里町","人","","1074.0","","","","","1237.0","","","","","1121.0","","","1142.0","","1125.0","","","926.0","","968.0","","","940.0","","…",""
"従業者数（民営）_かつらぎ町","人","","5798.0","","","","","5496.0","","","","","6430.0","","","5955.0","","6166.0","","","5181.0","","5705.0","","","5207.0","","5504.0",""
"従業者数（民営）_旧かつらぎ町","人","","5599.0","","","","","5309.0","","","","","6209.0","","","5750.0","","5953.0","","","5004.0","","5502.0","","","5052.0","","…",""
"従業者数（民営）_旧花園村","人","","199.0","","","","","187.0","","","","","221.0","","","205.0","","213.0","","","177.0","","203.0","","","155.0","","…",""
"従業者数（民営）_九度山町","人","","1180.0","","","","","1148.0","","","","","1117.0","","","1089.0","","1219.0","","","1231.0","","1390.0","","","1212.0","","1233.0",""
"従業者数（民営）_高野町","人","","2816.0","","","","","2764.0","","","","","2649.0","","","2616.0","","2753.0","","","2489.0","","2369.0","","","2229.0","","2418.0",""
"従業者数（民営）_湯浅町","人","","5219.0","","","","","5343.0","","","","","5420.0","","","5035.0","","5487.0","","","5034.0","","5222.0","","","5130.0","","5359.0",""
"従業者数（民営）_広川町","人","","2209.0","","","","","2218.0","","","","","2343.0","","","2359.0","","2495.0","","","2324.0","","2221.0","","","2169.0","","2070.0",""
"従業者数（民営）_有田川町","人","","6855.0","","","","","7410.0","","","","","8555.0","","","8109.0","","8777.0","","","9144.0","","9425.0","","","9315.0","","9624.0",""
"従業者数（民営）_旧吉備町","人","","3471.0","","","","","4077.0","","","","","5100.0","","","5022.0","","5721.0","","","6099.0","","6628.0","","","6511.0","","…",""
"従業者数（民営）_旧金屋町","人","","1774.0","","","","","1873.0","","","","","2002.0","","","1704.0","","1620.0","","","1706.0","","1464.0","","","1435.0","","…",""
"従業者数（民営）_旧清水町","人","","1610.0","","","","","1460.0","","","","","1453.0","","","1383.0","","1436.0","","","1339.0","","1333.0","","","1369.0","","…",""
"従業者数（民営）_美浜町","人","","1758.0","","","","","1893.0","","","","","1772.0","","","1534.0","","1748.0","","","1669.0","","1689.0","","","1603.0","","1957.0",""
"従業者数（民営）_日高町","人","","1363.0","","","","","1373.0","","","","","1435.0","","","1161.0","","1662.0","","","1513.0","","1667.0","","","1607.0","","1679.0",""
"従業者数（民営）_由良町","人","","3009.0","","","","","2901.0","","","","","2956.0","","","2548.0","","2646.0","","","2302.0","","2215.0","","","2110.0","","2273.0",""
"従業者数（民営）_印南町","人","","2019.0","","","","","2246.0","","","","","2322.0","","","2374.0","","2572.0","","","2371.0","","2637.0","","","2387.0","","2470.0",""
"従業者数（民営）_みなべ町","人","","4244.0","","","","","4172.0","","","","","4539.0","","","4399.0","","5225.0","","","5092.0","","5423.0","","","5312.0","","5404.0",""
"従業者数（民営）_旧南部川村","人","","1068.0","","","","","1229.0","","","","","1334.0","","","1230.0","","1606.0","","","1504.0","","1786.0","","","1839.0","","…",""
"従業者数（民営）_旧南部町","人","","3176.0","","","","","2943.0","","","","","3205.0","","","3169.0","","3619.0","","","3588.0","","3637.0","","","3473.0","","…",""
"従業者数（民営）_日高川町","人","","2087.0","","","","","2325.0","","","","","2780.0","","","2764.0","","3200.0","","","3032.0","","2999.0","","","3242.0","","3262.0",""
"従業者数（民営）_旧川辺町","人","","995.0","","","","","1132.0","","","","","1481.0","","","1423.0","","1736.0","","","1749.0","","1738.0","","","1990.0","","…",""
"従業者数（民営）_旧中津村","人","","623.0","","","","","529.0","","","","","716.0","","","758.0","","767.0","","","715.0","","690.0","","","656.0","","…",""
"従業者数（民営）_旧美山村","人","","469.0","","","","","664.0","","","","","583.0","","","583.0","","697.0","","","568.0","","571.0","","","596.0","","…",""
"従業者数（民営）_白浜町","人","","10479.0","","","","","10316.0","","","","","11387.0","","","11458.0","","11967.0","","","11027.0","","9962.0","","","9568.0","","9573.0",""
"従業者数（民営）_旧白浜町","人","","9137.0","","","","","9098.0","","","","","9902.0","","","10197.0","","10538.0","","","9788.0","","8549.0","","","8145.0","","…",""
"従業者数（民営）_旧日置川町","人","","1342.0","","","","","1218.0","","","","","1485.0","","","1261.0","","1429.0","","","1239.0","","1413.0","","","1423.0","","…",""
"従業者数（民営）_上富田町","人","","2840.0","","","","","3502.0","","","","","4294.0","","","4618.0","","4346.0","","","4388.0","","4617.0","","","4057.0","","4341.0",""
"従業者数（民営）_すさみ町","人","","1597.0","","","","","1813.0","","","","","1929.0","","","1712.0","","1878.0","","","1623.0","","1578.0","","","1394.0","","1469.0",""
"従業者数（民営）_那智勝浦町","人","","7781.0","","","","","7717.0","","","","","8083.0","","","8447.0","","8238.0","","","7120.0","","7084.0","","","6319.0","","5994.0",""
